,FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL,Has_fight
340,Marcus Bossett,73.0,215.0,,Orthodox,,http://ufcstats.com/fighter-details/e8fb8e53bc2e29d6,True
342,Poliana Botelho,68.0,115.0,67.0,Orthodox,1988-12-15,http://ufcstats.com/fighter-details/5c126c6aac3ef364,True
349,Tai Bowden,71.0,230.0,,,,http://ufcstats.com/fighter-details/2efbc83a6b9b7f86,True
350,Melton Bowen,72.0,225.0,,Orthodox,1969-07-16,http://ufcstats.com/fighter-details/81ca2c245b19b3c5,True
352,Brian Bowles,67.0,135.0,70.0,Orthodox,1980-06-22,http://ufcstats.com/fighter-details/b26d3e3746fb4024,True
353,Roger Bowling,69.0,155.0,68.0,Orthodox,1982-12-05,http://ufcstats.com/fighter-details/3b9f723e2720a238,True
357,Kyle Bradley,69.0,155.0,71.0,Orthodox,1982-08-19,http://ufcstats.com/fighter-details/a6959da32f0e6b5d,True
358,Paul Bradley,69.0,170.0,,Orthodox,1983-06-13,http://ufcstats.com/fighter-details/c7011de4765d2497,True
359,Sean Brady,70.0,170.0,72.0,Orthodox,1992-11-23,http://ufcstats.com/fighter-details/45f7cb591c3ab00b,True
360,Ebenezer Fontes Braga,72.0,199.0,,Orthodox,1969-04-14,http://ufcstats.com/fighter-details/dc950d59dc590aca,True
361,Ramiz Brahimaj,70.0,170.0,72.0,Orthodox,1992-11-17,http://ufcstats.com/fighter-details/3d074044a33825e7,True
362,Joe Brammer,68.0,155.0,,Orthodox,1983-08-23,http://ufcstats.com/fighter-details/013da757877044a2,True
363,David Branch,73.0,185.0,78.0,Orthodox,1981-09-26,http://ufcstats.com/fighter-details/d2c55d1d2e67773b,True
364,Diego Brandao,67.0,145.0,64.0,Orthodox,1987-05-27,http://ufcstats.com/fighter-details/c2e3e67b5911bfb7,True
366,Martin Bravo,68.0,145.0,71.0,Southpaw,1993-09-21,http://ufcstats.com/fighter-details/9c44f290f5726d95,True
367,Mike Breeden,70.0,155.0,70.0,Orthodox,1989-04-21,http://ufcstats.com/fighter-details/d80ee110748171ac,True
368,Tom Breese,75.0,185.0,73.0,Southpaw,1991-09-26,http://ufcstats.com/fighter-details/1588b787bda7b540,True
369,Chris Brennan,68.0,170.0,,Orthodox,1971-10-12,http://ufcstats.com/fighter-details/b19fc66613dc75b9,True
370,Charlie Brenneman,70.0,155.0,70.0,Orthodox,1981-02-09,http://ufcstats.com/fighter-details/98f6da59d765ec94,True
374,Jason Brilz,71.0,205.0,71.0,Orthodox,1975-07-07,http://ufcstats.com/fighter-details/497ba5b12a4bfc47,True
375,Marcus Brimage,64.0,135.0,71.0,Southpaw,1985-04-06,http://ufcstats.com/fighter-details/81801f57bd0a7c41,True
376,Aaron Brink,75.0,205.0,,Orthodox,1974-11-12,http://ufcstats.com/fighter-details/cf1a88371c8cb690,True
377,Henry Briones,68.0,135.0,69.0,Orthodox,1980-10-22,http://ufcstats.com/fighter-details/01fcef7e3d051722,True
379,Joanderson Brito,68.0,145.0,72.0,Orthodox,1995-02-11,http://ufcstats.com/fighter-details/791c8437b341fba5,True
383,Jonathan Brookins,72.0,145.0,74.0,Southpaw,1985-08-13,http://ufcstats.com/fighter-details/b0a6124751a56bc4,True
384,Will Brooks,70.0,155.0,72.0,Orthodox,1986-10-08,http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1,True
385,Jarred Brooks,63.0,125.0,62.0,Switch,1993-05-02,http://ufcstats.com/fighter-details/81d9df19e255b8b6,True
386,Rob Broughton,74.0,265.0,74.0,Orthodox,1983-03-03,http://ufcstats.com/fighter-details/a7d687e6ecb30981,True
388,Matt Brown,72.0,170.0,75.0,Orthodox,1981-01-10,http://ufcstats.com/fighter-details/31123249b0bbf52e,True
389,Mike Brown,66.0,145.0,70.0,Orthodox,1975-09-08,http://ufcstats.com/fighter-details/e0b74df14f52cd15,True
391,Todd Brown,71.0,205.0,,Orthodox,1976-12-13,http://ufcstats.com/fighter-details/9b68bf67c5695185,True
395,Randy Brown,75.0,170.0,78.0,Orthodox,1990-07-08,http://ufcstats.com/fighter-details/c6aee362c7a7d482,True
396,Damien Brown,70.0,155.0,68.0,Orthodox,1984-12-25,http://ufcstats.com/fighter-details/d024ed963e8bf7ea,True
397,TJ Brown,69.0,145.0,72.0,Switch,1990-05-22,http://ufcstats.com/fighter-details/d31cbcdd7d69536d,True
398,Humberto Brown Morrison,70.0,145.0,,,1984-11-03,http://ufcstats.com/fighter-details/e9e7e1c8ff289e1b,True
399,Travis Browne,78.0,255.0,79.0,Orthodox,1982-07-17,http://ufcstats.com/fighter-details/3236bf606fe9fa5b,True
400,Junie Browning,69.0,155.0,,Orthodox,1984-05-12,http://ufcstats.com/fighter-details/d74cba8566291bfa,True
401,Jules Bruchez,72.0,205.0,,Southpaw,1977-08-16,http://ufcstats.com/fighter-details/d1dcd4e96464a53d,True
403,Cody Brundage,72.0,185.0,72.0,Orthodox,1994-05-16,http://ufcstats.com/fighter-details/f14f644d41ade29f,True
404,Steve Bruno,70.0,170.0,,Orthodox,1981-11-03,http://ufcstats.com/fighter-details/2f3f12002564bb55,True
405,Fernando Bruno,66.0,145.0,,,1982-02-24,http://ufcstats.com/fighter-details/b8c0f30ee9a98b69,True
406,Derek Brunson,73.0,185.0,77.0,Southpaw,1984-01-04,http://ufcstats.com/fighter-details/b1a3e0aca758b322,True
407,Josh Bryant,70.0,185.0,,Orthodox,1980-04-23,http://ufcstats.com/fighter-details/01f022fa494188e2,True
409,Lukasz Brzeski,76.0,236.0,78.0,Orthodox,1992-05-17,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19,True
410,Justin Buchholz,72.0,155.0,73.0,Orthodox,1983-08-22,http://ufcstats.com/fighter-details/231926533134ec1f,True
413,Joaquin Buckley,70.0,185.0,76.0,Southpaw,1994-04-27,http://ufcstats.com/fighter-details/b9437600497350f3,True
414,Martin Buday,76.0,265.0,77.0,Orthodox,1991-11-11,http://ufcstats.com/fighter-details/8eb046f83e82bf26,True
418,Mayra Bueno Silva,66.0,125.0,66.0,Orthodox,1991-08-22,http://ufcstats.com/fighter-details/cc8c623cca88f54f,True
419,Paul Buentello,74.0,245.0,77.0,Orthodox,1974-01-16,http://ufcstats.com/fighter-details/f0abbb6f3444dae7,True
420,Modestas Bukauskas,75.0,205.0,78.0,Switch,1994-02-10,http://ufcstats.com/fighter-details/476fe566d2df676e,True
424,Wuliji Buren,69.0,135.0,69.0,Orthodox,1989-03-01,http://ufcstats.com/fighter-details/2296125b6c362355,True
425,Shane Burgos,71.0,145.0,75.0,Orthodox,1991-03-19,http://ufcstats.com/fighter-details/98d961097baaf308,True
426,Joshua Burkman,70.0,170.0,72.0,Orthodox,1980-04-10,http://ufcstats.com/fighter-details/6da99156486ed6c2,True
428,Mads Burnell,68.0,145.0,69.0,Orthodox,1994-03-06,http://ufcstats.com/fighter-details/69f01b25dfabaf6b,True
429,Mikey Burnett,66.0,170.0,,Orthodox,1974-04-12,http://ufcstats.com/fighter-details/4c805f5f58a75df0,True
430,Kevin Burns,70.0,170.0,74.0,Orthodox,1980-03-03,http://ufcstats.com/fighter-details/a6d8bfe9e0c8153b,True
431,Gilbert Burns,70.0,170.0,71.0,Orthodox,1986-07-20,http://ufcstats.com/fighter-details/23024fdfc966410a,True
433,Herbert Burns,69.0,145.0,73.0,Orthodox,1988-02-02,http://ufcstats.com/fighter-details/4f140403000158b5,True
435,Nah-Shon Burrell,71.0,170.0,,Orthodox,1990-02-05,http://ufcstats.com/fighter-details/2c64c035485906aa,True
438,Bubba Bush,72.0,185.0,,Orthodox,1985-07-24,http://ufcstats.com/fighter-details/132505067f08c54d,True
439,Dakota Bush,70.0,155.0,73.0,Orthodox,1994-06-09,http://ufcstats.com/fighter-details/3033c1c080672475,True
440,Murilo Bustamante,74.0,183.0,,Orthodox,1966-07-30,http://ufcstats.com/fighter-details/85d905f7c4f5a1af,True
444,Todd Butler,73.0,200.0,,Southpaw,,http://ufcstats.com/fighter-details/3fed746acfd026dd,True
448,JP Buys,65.0,135.0,67.0,Orthodox,1996-04-30,http://ufcstats.com/fighter-details/0b362247806341e5,True
450,Charles Byrd,70.0,185.0,73.0,Orthodox,1983-10-11,http://ufcstats.com/fighter-details/76ee3d666c648f6b,True
451,Steve Byrnes,72.0,170.0,,Orthodox,,http://ufcstats.com/fighter-details/43612456979e5d5e,True
453,Yan Cabral,71.0,155.0,73.0,Orthodox,1983-05-13,http://ufcstats.com/fighter-details/7cdd3e5d3aa9cb39,True
455,Alex Caceres,70.0,145.0,73.0,Southpaw,1988-06-20,http://ufcstats.com/fighter-details/7aa3d6964eff4877,True
456,Vince Cachero,66.0,145.0,68.0,Orthodox,1989-11-07,http://ufcstats.com/fighter-details/ed2a8cc402173781,True
457,Priscila Cachoeira,67.0,125.0,65.0,Orthodox,1988-08-19,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac,True
462,Cynthia Calvillo,64.0,125.0,64.0,Orthodox,1987-07-13,http://ufcstats.com/fighter-details/98215d037be5bcb7,True
464,Frank Camacho,70.0,170.0,73.0,Orthodox,1989-05-18,http://ufcstats.com/fighter-details/764342d39cdaa54a,True
465,Fabricio Camoes,70.0,155.0,71.0,Orthodox,1978-12-23,http://ufcstats.com/fighter-details/7abe471b61725980,True
466,Chris Camozzi,74.0,185.0,75.0,Orthodox,1986-11-20,http://ufcstats.com/fighter-details/6c2030e0a143a94b,True
467,Brian Camozzi,74.0,170.0,78.0,Orthodox,1991-06-24,http://ufcstats.com/fighter-details/1999ffb5cebc314f,True
471,Shane Campbell,72.0,155.0,71.0,Orthodox,1987-01-21,http://ufcstats.com/fighter-details/784285b7ae7dd85f,True
472,John Campetella,69.0,235.0,,Orthodox,,http://ufcstats.com/fighter-details/31bbd46d57dfbcb7,True
473,Wagner Campos,66.0,145.0,,Southpaw,1981-07-31,http://ufcstats.com/fighter-details/db6d5f691aea3fd3,True
475,Will Campuzano,69.0,125.0,70.0,Orthodox,1986-05-27,http://ufcstats.com/fighter-details/901cddcbfa079097,True
476,Aleksa Camur,73.0,205.0,74.0,Orthodox,1995-09-25,http://ufcstats.com/fighter-details/c2a670b22d2e196f,True
477,Chico Camus,66.0,125.0,66.0,Orthodox,1985-01-26,http://ufcstats.com/fighter-details/32be4b7f7de1c905,True
478,Asbel Cancio,70.0,225.0,,,,http://ufcstats.com/fighter-details/2a7afe14b3a0a058,True
479,Carlos Candelario,68.0,125.0,68.0,Southpaw,1991-06-04,http://ufcstats.com/fighter-details/760a55d5b6098cbe,True
481,Luiz Cane,74.0,185.0,77.0,Southpaw,1981-04-24,http://ufcstats.com/fighter-details/24b033b3daf1c9df,True
482,Guido Cannetti,66.0,135.0,68.0,Southpaw,1979-12-19,http://ufcstats.com/fighter-details/d05412b513b19621,True
483,Jared Cannonier,71.0,185.0,77.0,Switch,1984-03-16,http://ufcstats.com/fighter-details/13a0275fa13c4d26,True
487,Steve Cantwell,74.0,185.0,75.0,Orthodox,1986-12-08,http://ufcstats.com/fighter-details/f1f9e48a0d150757,True
490,Frank Caracci,,,,,,http://ufcstats.com/fighter-details/44f9c777fed7ca03,True
493,Bryan Caraway,68.0,135.0,68.0,Orthodox,1984-08-04,http://ufcstats.com/fighter-details/5ef0088c1b19beeb,True
497,Chris Cariaso,63.0,125.0,64.0,Southpaw,1981-05-27,http://ufcstats.com/fighter-details/b2e3aca4cd363477,True
499,Rafael Carino,80.0,245.0,,Orthodox,,http://ufcstats.com/fighter-details/08a7080ff5904661,True
501,Antonio Carlos Junior,74.0,185.0,79.0,Orthodox,1990-03-16,http://ufcstats.com/fighter-details/52e76bb4b3e852f3,True
502,Spike Carlyle,68.0,145.0,71.0,Switch,1993-05-06,http://ufcstats.com/fighter-details/be68b375707dcb85,True
503,Francis Carmont,75.0,205.0,78.0,Orthodox,1981-10-11,http://ufcstats.com/fighter-details/3591d0d5d382a381,True
504,Liz Carmouche,66.0,125.0,66.0,Orthodox,1984-02-19,http://ufcstats.com/fighter-details/51a0c09cbe9b8472,True
505,Roan Carneiro,71.0,170.0,76.0,Orthodox,1978-06-02,http://ufcstats.com/fighter-details/1c86754617d9813a,True
506,Ariane Carnelossi,62.0,115.0,61.0,Orthodox,1992-11-17,http://ufcstats.com/fighter-details/c0d5c0c95c59050b,True
507,Luana Carolina,66.0,125.0,69.0,Orthodox,1993-06-11,http://ufcstats.com/fighter-details/528b071cf3da7c56,True
511,Cain Carrizosa,68.0,155.0,,Orthodox,1986-07-22,http://ufcstats.com/fighter-details/064b7dc68d786254,True
515,Shonie Carter,70.0,170.0,,Southpaw,1972-05-03,http://ufcstats.com/fighter-details/7b6e40a73b567072,True
517,Antonio Carvalho,69.0,145.0,70.0,Orthodox,1979-05-30,http://ufcstats.com/fighter-details/fef3d17e27e916e7,True
519,Shane Carwin,74.0,265.0,80.0,Orthodox,1975-01-04,http://ufcstats.com/fighter-details/68dd7b3783c19f9c,True
520,Johnny Case,70.0,155.0,72.0,Orthodox,1989-06-28,http://ufcstats.com/fighter-details/1f4b04a926ef1287,True
521,Kevin Casey,71.0,185.0,77.0,Southpaw,1981-06-15,http://ufcstats.com/fighter-details/8d9586726252dbf7,True
522,Cortney Casey,67.0,125.0,67.0,Orthodox,1987-05-05,http://ufcstats.com/fighter-details/5f179af5fffeb9f6,True
525,Dwayne Cason,70.0,212.0,,Orthodox,,http://ufcstats.com/fighter-details/31c01fbc2586a5eb,True
527,John Castaneda,66.0,135.0,71.0,Switch,1991-12-18,http://ufcstats.com/fighter-details/5fa2974cbd18e05c,True
529,Gil Castillo,69.0,170.0,,Southpaw,1965-10-21,http://ufcstats.com/fighter-details/31ceaf0e670c1578,True
530,Danny Castillo,69.0,155.0,71.0,Orthodox,1979-08-25,http://ufcstats.com/fighter-details/d1e7fc58d4225cdf,True
534,Nick Catone,72.0,185.0,72.0,Southpaw,1981-09-01,http://ufcstats.com/fighter-details/f8fe2053d73d7bcf,True
535,Luke Caudillo,67.0,155.0,,Orthodox,1980-11-30,http://ufcstats.com/fighter-details/68d76fd9ecf7431d,True
537,Rafael Cavalcante,73.0,205.0,74.0,Orthodox,1980-04-14,http://ufcstats.com/fighter-details/5c1ca0c72b599a3c,True
538,Magnus Cedenblad,77.0,185.0,79.0,Orthodox,1982-04-10,http://ufcstats.com/fighter-details/0e21976afc92e4d1,True
539,Yosdenis Cedeno,68.0,155.0,69.0,Orthodox,1985-02-12,http://ufcstats.com/fighter-details/3e61082025db8137,True
540,Henry Cejudo,64.0,135.0,64.0,Orthodox,1987-02-09,http://ufcstats.com/fighter-details/056c493bbd76a918,True
541,Adam Cella,74.0,170.0,,,1985-06-26,http://ufcstats.com/fighter-details/b27b8881d7444114,True
542,Donald Cerrone,73.0,170.0,73.0,Orthodox,1983-03-29,http://ufcstats.com/fighter-details/1d00756835ca67c9,True
544,Luan Chagas,72.0,170.0,75.0,Orthodox,1993-06-17,http://ufcstats.com/fighter-details/9ccf8371fd80d45d,True
545,Ansar Chalangov,69.0,170.0,,Orthodox,1979-10-30,http://ufcstats.com/fighter-details/7342fcc41a4817fa,True
546,Alex Chambers,63.0,115.0,63.0,Southpaw,1978-10-25,http://ufcstats.com/fighter-details/26b63bc5c0c1f65d,True
547,Michael Chandler,68.0,155.0,71.0,Orthodox,1986-04-24,http://ufcstats.com/fighter-details/4b93a88f3b1de35b,True
548,Donnie Chappell,71.0,178.0,,Southpaw,,http://ufcstats.com/fighter-details/8788beb528894f33,True
549,Joe Charles,73.0,260.0,,Southpaw,,http://ufcstats.com/fighter-details/19ffeb5e3fffd6d5,True
551,Ernest Chavez,68.0,145.0,70.0,Orthodox,1983-06-27,http://ufcstats.com/fighter-details/b406da701c479076,True
553,Danny Chavez,68.0,145.0,67.0,Orthodox,1987-03-14,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c,True
555,Albert Cheng,71.0,170.0,,Orthodox,1985-02-07,http://ufcstats.com/fighter-details/d8d7b24d276c8cb0,True
556,Fabio Cherant,73.0,205.0,74.0,Southpaw,1994-11-25,http://ufcstats.com/fighter-details/78a68f1dade6aaf7,True
559,Macy Chiasson,71.0,145.0,72.0,Orthodox,1991-07-27,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,True
560,Michael Chiesa,73.0,170.0,75.0,Southpaw,1987-12-07,http://ufcstats.com/fighter-details/c58f51dedb310998,True
561,Giga Chikadze,72.0,145.0,74.0,Orthodox,1988-08-25,http://ufcstats.com/fighter-details/9560ff14eb3129f7,True
562,Khamzat Chimaev,74.0,170.0,75.0,Orthodox,1994-05-01,http://ufcstats.com/fighter-details/767755fd74662dbf,True
563,Sako Chivitchian,71.0,155.0,,,1984-03-11,http://ufcstats.com/fighter-details/9f7787e56a6bc0f4,True
566,Dooho Choi,70.0,145.0,70.0,Orthodox,1991-04-10,http://ufcstats.com/fighter-details/e93b04e308913c2e,True
567,SeungWoo Choi,72.0,145.0,74.0,Orthodox,1992-11-03,http://ufcstats.com/fighter-details/a68575214ecad140,True
568,John Cholish,71.0,155.0,74.0,Orthodox,1983-12-17,http://ufcstats.com/fighter-details/03c9994c5b8958ec,True
569,Ryo Chonan,69.0,170.0,70.0,Orthodox,1976-10-08,http://ufcstats.com/fighter-details/55a7b2d4e54ffac9,True
570,Katlyn Chookagian,69.0,125.0,68.0,Orthodox,1988-12-28,http://ufcstats.com/fighter-details/e872e9a9a902c045,True
571,Will Chope,76.0,145.0,,Switch,1990-09-08,http://ufcstats.com/fighter-details/db5dc7cb80d7d418,True
572,Joachim Christensen,75.0,205.0,76.0,Orthodox,1978-11-07,http://ufcstats.com/fighter-details/2d447cc91bdaa545,True
573,Dan Christison,80.0,265.0,,Orthodox,1972-04-26,http://ufcstats.com/fighter-details/b369533a577fa97c,True
574,Anthony Christodoulou,69.0,155.0,,Orthodox,1987-07-30,http://ufcstats.com/fighter-details/4f11e9ce318ffbcb,True
578,Mike Ciesnolevicz,72.0,235.0,,Orthodox,1979-10-28,http://ufcstats.com/fighter-details/51b0bb73a1da34bc,True
579,Hannah Cifers,61.0,115.0,62.0,Orthodox,1992-06-26,http://ufcstats.com/fighter-details/2244d9a2b64b8c3b,True
582,Misha Cirkunov,75.0,185.0,77.0,Orthodox,1987-02-27,http://ufcstats.com/fighter-details/67f272324a030d00,True
584,Laverne Clark,71.0,170.0,,Orthodox,1973-12-02,http://ufcstats.com/fighter-details/1c2f2571b18791b6,True
585,Logan Clark,74.0,185.0,,Orthodox,1985-02-16,http://ufcstats.com/fighter-details/6776260cb0aef647,True
588,Heather Clark,66.0,115.0,64.0,Orthodox,1980-09-19,http://ufcstats.com/fighter-details/dd4c16777fb2ccf9,True
589,Devin Clark,72.0,205.0,75.0,Orthodox,1990-04-12,http://ufcstats.com/fighter-details/cc7040fe76f0ef91,True
590,Jessica-Rose Clark,65.0,135.0,64.0,Orthodox,1987-11-28,http://ufcstats.com/fighter-details/6c8072b61c276e67,True
592,Mitch Clarke,70.0,155.0,73.0,Orthodox,1985-11-24,http://ufcstats.com/fighter-details/c76ec2bc3a57666a,True
593,Rich Clementi,69.0,155.0,72.0,Southpaw,1976-03-31,http://ufcstats.com/fighter-details/7d21de9c6d7c98b2,True
594,Chris Clements,70.0,170.0,70.0,Orthodox,1976-02-09,http://ufcstats.com/fighter-details/e5ecaf884b6da2bc,True
596,Josh Clopton,66.0,145.0,,Orthodox,1981-07-11,http://ufcstats.com/fighter-details/48e96d9cea6d4ab0,True
597,Brian Cobb,71.0,155.0,,Orthodox,,http://ufcstats.com/fighter-details/3138fab619faf4d1,True
603,John Cofer,69.0,155.0,,Southpaw,1984-04-29,http://ufcstats.com/fighter-details/8b260672a21d1fd6,True
605,Felipe Colares,68.0,135.0,69.0,Orthodox,1994-03-31,http://ufcstats.com/fighter-details/dbac0a413af64bbe,True
610,Mark Coleman,73.0,205.0,75.0,Orthodox,1964-12-20,http://ufcstats.com/fighter-details/21b8a0f5c231096f,True
612,Clay Collard,71.0,145.0,73.0,Orthodox,1993-03-10,http://ufcstats.com/fighter-details/cc900c6a71ed23f3,True
614,Jake Collier,75.0,230.0,78.0,Orthodox,1988-10-25,http://ufcstats.com/fighter-details/92fa1401b7927da3,True
615,Christian Colombo,77.0,265.0,,Orthodox,1980-07-01,http://ufcstats.com/fighter-details/9123c54d0a2b72dd,True
616,Wes Combs,74.0,205.0,,Orthodox,1973-06-18,http://ufcstats.com/fighter-details/a85998eb79650b2c,True
617,Carlos Condit,74.0,170.0,75.0,Orthodox,1984-04-26,http://ufcstats.com/fighter-details/f9f07bb5a43535ed,True
618,Chris Condo,72.0,335.0,,Orthodox,,http://ufcstats.com/fighter-details/41e77dc504a192c6,True
619,Montserrat Conejo,60.0,115.0,61.0,Southpaw,1993-02-03,http://ufcstats.com/fighter-details/1235b31de15d0c6e,True
620,Tristan Connelly,70.0,170.0,68.0,Orthodox,1985-12-12,http://ufcstats.com/fighter-details/2ebfbe72ed703925,True
624,Bob Cook,69.0,170.0,,Orthodox,,http://ufcstats.com/fighter-details/1c061eb6e29eaa0a,True
632,Amanda Cooper,63.0,115.0,64.0,Switch,1991-10-22,http://ufcstats.com/fighter-details/d4a31850a7457f1b,True
633,Kit Cope,72.0,170.0,,Orthodox,1977-03-17,http://ufcstats.com/fighter-details/ce47f49e5c386a9c,True
634,Chris Cope,72.0,170.0,72.0,Orthodox,1983-03-05,http://ufcstats.com/fighter-details/8c8c92a12621d7e0,True
635,Josh Copeland,73.0,265.0,,Orthodox,1982-10-20,http://ufcstats.com/fighter-details/3aa794cbe1e3484b,True
637,Akira Corassani,68.0,145.0,68.0,Orthodox,1982-08-27,http://ufcstats.com/fighter-details/3f52ce18fb98008f,True
639,Daniel Cormier,71.0,235.0,72.0,Orthodox,1979-03-20,http://ufcstats.com/fighter-details/d967f0128c323de6,True
642,Bethe Correia,65.0,135.0,64.0,Orthodox,1983-06-22,http://ufcstats.com/fighter-details/673ea7dcc786b1b3,True
643,Wesley Correira,75.0,260.0,,Orthodox,1978-11-11,http://ufcstats.com/fighter-details/4e9fb05d7e5e61b8,True
644,Tracy Cortez,65.0,135.0,65.0,Orthodox,1993-12-10,http://ufcstats.com/fighter-details/68d4a891e5cf2029,True
647,Louis Cosce,69.0,170.0,71.0,Orthodox,1995-08-27,http://ufcstats.com/fighter-details/afe8d5b39ff7fca2,True
648,Orion Cosce,71.0,170.0,71.0,Switch,1994-07-15,http://ufcstats.com/fighter-details/2c010b26a3306969,True
652,Paulo Costa,73.0,205.0,72.0,Orthodox,1991-04-21,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,True
653,Randy Costa,69.0,135.0,73.0,Switch,1994-07-06,http://ufcstats.com/fighter-details/325ad0dd9126d3df,True
655,Patrick Cote,71.0,170.0,75.0,Orthodox,1980-02-29,http://ufcstats.com/fighter-details/9fa3bd637edd9aa2,True
656,JC Cottrell,69.0,155.0,,Orthodox,1989-11-04,http://ufcstats.com/fighter-details/3ec1e4ba98c9c85a,True
658,Rashad Coulter,71.0,205.0,76.0,Orthodox,1981-11-27,http://ufcstats.com/fighter-details/d1528ac5675558b1,True
660,Randy Couture,73.0,205.0,75.0,Orthodox,1963-06-22,http://ufcstats.com/fighter-details/0aa92558424ced9e,True
662,Ryan Couture,70.0,155.0,73.0,Orthodox,1982-08-27,http://ufcstats.com/fighter-details/46fd223e3ced39b3,True
664,Colby Covington,71.0,170.0,72.0,Orthodox,1988-02-22,http://ufcstats.com/fighter-details/dc9572dd6ec74859,True
665,Jeff Cox,70.0,155.0,,Orthodox,1968-08-02,http://ufcstats.com/fighter-details/c9bbf1a0285a8076,True
666,Nathan Coy,70.0,170.0,69.0,Southpaw,1978-07-24,http://ufcstats.com/fighter-details/15ec018d144710db,True
667,Andrew Craig,73.0,170.0,76.0,Orthodox,1986-01-15,http://ufcstats.com/fighter-details/8a70ceb3edbe757b,True
668,Paul Craig,75.0,205.0,76.0,Orthodox,1987-11-27,http://ufcstats.com/fighter-details/eabf206b162b3b83,True
669,Dan Cramer,74.0,170.0,,Orthodox,1985-10-31,http://ufcstats.com/fighter-details/480b702debcb5433,True
670,Alberto Crane,65.0,155.0,,Orthodox,1976-07-14,http://ufcstats.com/fighter-details/25433871e4eee0f4,True
671,Tim Credeur,75.0,185.0,75.0,Orthodox,1977-07-09,http://ufcstats.com/fighter-details/89b8d1bf1ff09d1d,True
672,Paul Creighton,66.0,155.0,,Southpaw,1970-06-04,http://ufcstats.com/fighter-details/ed73c85164a5f5a4,True
675,Kevin Croom,71.0,155.0,73.0,Orthodox,1987-07-15,http://ufcstats.com/fighter-details/35b3772629e27a49,True
